payment_id,member_id,sub_id,amount,payment_date,month,method,status,plan_name
1953,179,1535,47.99,2025-10-18,2025-10,CASH,PAID,Standard Premium
1954,179,1536,59.44,2025-11-22,2025-11,CASH,PAID,Yoga Flow
1955,179,1537,57.19,2025-12-21,2025-12,CARD,PAID,Yoga Flow
1956,179,1538,88.9,2026-01-18,2026-01,CARD,PAID,CrossFit Elite
1957,179,1539,56.98,2026-02-23,2026-02,VIREMENT,PENDING,Yoga Flow
1958,179,1540,58.43,2026-03-26,2026-03,VIREMENT,PAID,Yoga Flow
1959,179,1541,15.7,2026-04-29,2026-04,CARD,PAID,Day Pass
1960,179,1541,14.75,2026-04-24,2026-04,CARD,PENDING,Day Pass
1961,179,1541,15.6,2026-04-27,2026-04,CARD,PAID,Day Pass
1962,180,1542,14.36,2025-01-11,2025-01,CARD,PAID,Day Pass
1963,180,1542,15.32,2025-01-10,2025-01,CARD,PENDING,Day Pass
1964,180,1543,88.85,2025-01-14,2025-01,CASH,PENDING,CrossFit Elite
1965,180,1544,47.74,2025-02-17,2025-02,CASH,PAID,Standard Premium
1966,180,1545,89.49,2025-03-16,2025-03,CASH,PENDING,CrossFit Elite
1967,180,1546,86.33,2025-04-19,2025-04,CARD,PAID,CrossFit Elite
1968,180,1547,93.21,2025-05-25,2025-05,CASH,PAID,CrossFit Elite
1969,180,1548,46.63,2025-06-24,2025-06,CASH,PAID,Standard Premium
1970,180,1549,89.36,2025-07-25,2025-07,CARD,PAID,CrossFit Elite
1971,180,1550,48.62,2025-08-23,2025-08,CASH,PAID,Standard Premium
1972,180,1551,47.13,2025-09-29,2025-09,VIREMENT,PAID,Standard Premium
1973,180,1552,49.14,2025-11-03,2025-11,CASH,PAID,Standard Premium
1974,180,1553,14.78,2025-12-03,2025-12,CASH,PAID,Day Pass
1975,180,1553,15.1,2025-12-07,2025-12,CASH,PENDING,Day Pass
1976,180,1553,14.79,2025-12-06,2025-12,CASH,PENDING,Day Pass
1977,180,1554,85.32,2025-12-06,2025-12,CARD,PAID,CrossFit Elite
1978,180,1555,46.96,2026-01-09,2026-01,CARD,PAID,Standard Premium
1979,180,1555,48.64,2026-01-12,2026-01,CARD,PAID,Standard Premium
1980,180,1555,47.45,2026-01-11,2026-01,CARD,PAID,Standard Premium
1981,180,1555,46.84,2026-01-12,2026-01,CARD,PAID,Standard Premium
1982,181,1556,56.88,2025-11-23,2025-11,CARD,PAID,Yoga Flow
1983,181,1557,15.68,2025-12-23,2025-12,CARD,PAID,Day Pass
1984,181,1557,14.45,2025-12-26,2025-12,CARD,PAID,Day Pass
1985,181,1558,50.38,2025-12-25,2025-12,VIREMENT,PAID,Standard Premium
1986,181,1559,51.25,2026-01-27,2026-01,CARD,PAID,Standard Premium
1987,181,1560,15.44,2026-02-26,2026-02,CASH,PAID,Day Pass
1988,181,1560,15.68,2026-02-22,2026-02,CASH,PAID,Day Pass
1989,181,1560,15.04,2026-02-22,2026-02,CASH,PAID,Day Pass
1990,181,1560,15.55,2026-02-21,2026-02,CASH,PAID,Day Pass
1991,182,1561,14.45,2025-06-26,2025-06,CASH,PAID,Day Pass
1992,182,1561,14.35,2025-06-25,2025-06,CASH,PENDING,Day Pass
1993,182,1561,14.97,2025-06-25,2025-06,CASH,FAILED,Day Pass
1994,182,1561,15.68,2025-06-23,2025-06,CASH,PAID,Day Pass
1995,182,1562,51.12,2025-07-01,2025-07,CARD,PAID,Standard Premium
1996,182,1563,86.46,2025-07-30,2025-07,CASH,FAILED,CrossFit Elite
1997,182,1564,15.46,2025-09-06,2025-09,CASH,PAID,Day Pass
1998,182,1565,84.92,2025-09-08,2025-09,CARD,PAID,CrossFit Elite
1999,182,1566,14.33,2025-10-14,2025-10,CARD,FAILED,Day Pass
2000,182,1566,14.37,2025-10-16,2025-10,CARD,FAILED,Day Pass
2001,182,1567,49.38,2025-10-18,2025-10,CARD,PAID,Standard Premium
2002,182,1568,89.91,2025-11-19,2025-11,CARD,PAID,CrossFit Elite
2003,182,1569,56.36,2025-12-23,2025-12,CASH,PAID,Yoga Flow
2004,182,1570,86.13,2026-01-30,2026-01,CARD,PAID,CrossFit Elite
2005,182,1571,90.18,2026-02-25,2026-02,CASH,PAID,CrossFit Elite
2006,182,1571,88.93,2026-03-02,2026-03,CASH,PENDING,CrossFit Elite
2007,182,1571,92.5,2026-03-01,2026-03,CASH,PAID,CrossFit Elite
2008,183,1572,90.92,2025-07-21,2025-07,CASH,PAID,CrossFit Elite
2009,183,1573,56.42,2025-08-21,2025-08,VIREMENT,PAID,Yoga Flow
2010,183,1574,89.29,2025-09-17,2025-09,CASH,PAID,CrossFit Elite
2011,183,1575,47.3,2025-10-18,2025-10,CARD,PENDING,Standard Premium
2012,183,1576,14.93,2025-11-21,2025-11,CARD,PAID,Day Pass
2013,183,1576,15.41,2025-11-25,2025-11,CARD,PAID,Day Pass
2014,183,1577,48.0,2025-11-23,2025-11,CASH,PAID,Standard Premium
2015,183,1578,47.77,2025-12-31,2025-12,CASH,PENDING,Standard Premium
2016,183,1579,61.32,2026-02-04,2026-02,CASH,FAILED,Yoga Flow
2017,184,1580,87.82,2025-04-26,2025-04,CASH,PAID,CrossFit Elite
2018,184,1581,15.06,2025-06-02,2025-06,CARD,PAID,Day Pass
2019,184,1581,14.65,2025-05-30,2025-05,CARD,PAID,Day Pass
2020,184,1582,48.88,2025-06-02,2025-06,CASH,PAID,Standard Premium
2021,184,1583,49.36,2025-07-08,2025-07,CARD,PAID,Standard Premium
2022,184,1584,50.24,2025-08-12,2025-08,CARD,FAILED,Standard Premium
2023,184,1585,51.39,2025-09-10,2025-09,CASH,PAID,Standard Premium
2024,184,1586,61.02,2025-10-17,2025-10,CASH,PAID,Yoga Flow
2025,184,1587,90.33,2025-11-14,2025-11,VIREMENT,FAILED,CrossFit Elite
2026,184,1588,50.62,2025-12-19,2025-12,CARD,PAID,Standard Premium
2027,184,1589,14.99,2026-01-18,2026-01,VIREMENT,PAID,Day Pass
2028,184,1589,15.36,2026-01-14,2026-01,VIREMENT,PAID,Day Pass
2029,184,1589,14.3,2026-01-19,2026-01,VIREMENT,PAID,Day Pass
2030,184,1590,47.47,2026-01-19,2026-01,CASH,PAID,Standard Premium
2031,185,1591,85.4,2025-04-05,2025-04,CASH,PAID,CrossFit Elite
2032,185,1592,15.74,2025-05-08,2025-05,CASH,PAID,Day Pass
2033,185,1593,47.94,2025-05-15,2025-05,VIREMENT,PAID,Standard Premium
2034,185,1594,91.73,2025-06-15,2025-06,CASH,PAID,CrossFit Elite
2035,185,1595,89.72,2025-07-20,2025-07,CASH,PAID,CrossFit Elite
2036,185,1596,84.98,2025-08-21,2025-08,CARD,PAID,CrossFit Elite
2037,185,1597,46.99,2025-09-20,2025-09,CARD,PAID,Standard Premium
2038,185,1598,93.35,2025-10-22,2025-10,CARD,PAID,CrossFit Elite
2039,185,1599,46.58,2025-11-22,2025-11,CASH,PAID,Standard Premium
2040,185,1600,47.4,2025-12-25,2025-12,CASH,PAID,Standard Premium
2041,185,1601,59.4,2026-01-27,2026-01,CASH,PAID,Yoga Flow
2042,185,1602,50.19,2026-02-26,2026-02,CASH,FAILED,Standard Premium
2043,185,1603,48.5,2026-03-30,2026-03,CARD,PAID,Standard Premium
2044,185,1604,58.29,2026-05-03,2026-05,CARD,PAID,Yoga Flow
2045,186,1605,89.44,2025-04-17,2025-04,CARD,PAID,CrossFit Elite
2046,186,1606,46.59,2025-05-16,2025-05,VIREMENT,PAID,Standard Premium
2047,186,1607,48.75,2025-06-17,2025-06,CASH,PAID,Standard Premium
2048,186,1608,57.79,2025-07-21,2025-07,CASH,PAID,Yoga Flow
2049,186,1609,57.53,2025-08-20,2025-08,CASH,PENDING,Yoga Flow
2050,186,1610,89.92,2025-09-21,2025-09,CASH,PAID,CrossFit Elite
2051,186,1611,84.81,2025-10-27,2025-10,CARD,PAID,CrossFit Elite
2052,186,1612,50.03,2025-11-23,2025-11,CARD,PAID,Standard Premium
2053,186,1613,60.52,2025-12-24,2025-12,CASH,PAID,Yoga Flow
2054,186,1614,15.45,2026-01-30,2026-01,CARD,PAID,Day Pass
2055,186,1614,14.49,2026-01-28,2026-01,CARD,PAID,Day Pass
2056,186,1614,14.8,2026-01-30,2026-01,CARD,FAILED,Day Pass
2057,186,1615,50.47,2026-02-02,2026-02,CARD,PAID,Standard Premium
2058,186,1616,86.9,2026-03-04,2026-03,CARD,PAID,CrossFit Elite
2059,186,1617,46.69,2026-04-06,2026-04,CARD,PAID,Standard Premium
2060,187,1618,92.81,2026-03-29,2026-03,CASH,PAID,CrossFit Elite
2061,187,1619,48.39,2026-04-27,2026-04,VIREMENT,PAID,Standard Premium
2062,188,1620,88.24,2025-06-10,2025-06,CASH,PAID,CrossFit Elite
2063,188,1621,47.38,2025-07-17,2025-07,CARD,PAID,Standard Premium
2064,188,1622,47.5,2025-08-17,2025-08,CARD,PAID,Standard Premium
2065,188,1623,14.37,2025-09-17,2025-09,VIREMENT,PAID,Day Pass
2066,188,1623,14.8,2025-09-16,2025-09,VIREMENT,PAID,Day Pass
2067,188,1623,14.54,2025-09-14,2025-09,VIREMENT,PAID,Day Pass
2068,188,1623,15.55,2025-09-15,2025-09,VIREMENT,PAID,Day Pass
2069,188,1624,50.7,2025-09-22,2025-09,CASH,PENDING,Standard Premium
2070,188,1625,49.87,2025-10-26,2025-10,CARD,PAID,Standard Premium
2071,188,1626,51.38,2025-11-29,2025-11,CARD,PAID,Standard Premium
2072,188,1627,92.95,2026-01-02,2026-01,CASH,PAID,CrossFit Elite
2073,188,1628,51.01,2026-02-08,2026-02,CASH,PAID,Standard Premium
2074,188,1629,50.05,2026-03-14,2026-03,CASH,PAID,Standard Premium
2075,188,1630,14.62,2026-04-19,2026-04,VIREMENT,PAID,Day Pass
2076,188,1630,14.73,2026-04-17,2026-04,VIREMENT,FAILED,Day Pass
2077,188,1630,14.64,2026-04-14,2026-04,VIREMENT,PAID,Day Pass
2078,188,1630,14.49,2026-04-19,2026-04,VIREMENT,PAID,Day Pass
2079,189,1631,57.89,2026-04-20,2026-04,CASH,PAID,Yoga Flow
2080,190,1632,51.28,2025-09-13,2025-09,CASH,PENDING,Standard Premium
2081,190,1633,92.7,2025-10-16,2025-10,CASH,PAID,CrossFit Elite
2082,190,1634,51.07,2025-11-18,2025-11,CASH,PAID,Standard Premium
2083,190,1635,61.27,2025-12-23,2025-12,CASH,PENDING,Yoga Flow
2084,190,1636,15.63,2026-01-23,2026-01,CASH,PAID,Day Pass
2085,190,1636,15.15,2026-01-28,2026-01,CASH,PAID,Day Pass
2086,190,1636,14.73,2026-01-25,2026-01,CASH,PENDING,Day Pass
2087,190,1637,48.88,2026-01-29,2026-01,CASH,PAID,Standard Premium
2088,191,1638,46.59,2025-06-28,2025-06,CARD,PAID,Standard Premium
2089,191,1639,91.63,2025-07-30,2025-07,CASH,PAID,CrossFit Elite
2090,191,1640,92.62,2025-09-05,2025-09,CARD,PAID,CrossFit Elite
2091,191,1641,47.06,2025-10-07,2025-10,CASH,PAID,Standard Premium
2092,191,1642,56.72,2025-11-13,2025-11,CASH,PENDING,Yoga Flow
2093,191,1643,57.31,2025-12-18,2025-12,CASH,PAID,Yoga Flow
2094,191,1644,49.81,2026-01-16,2026-01,CASH,PENDING,Standard Premium
2095,191,1645,49.73,2026-02-22,2026-02,CASH,PAID,Standard Premium
2096,191,1646,51.14,2026-03-25,2026-03,CASH,PAID,Standard Premium
2097,191,1647,58.3,2026-04-26,2026-04,VIREMENT,PAID,Yoga Flow
2098,192,1648,84.82,2025-01-08,2025-01,VIREMENT,PAID,CrossFit Elite
2099,192,1649,50.35,2025-02-11,2025-02,VIREMENT,PAID,Standard Premium
2100,192,1650,61.42,2025-03-18,2025-03,CARD,PENDING,Yoga Flow
2101,192,1651,91.5,2025-04-17,2025-04,CASH,PENDING,CrossFit Elite
2102,192,1652,50.93,2025-05-23,2025-05,CASH,PAID,Standard Premium
2103,192,1653,51.25,2025-06-20,2025-06,CASH,PAID,Standard Premium
2104,192,1654,88.3,2025-07-19,2025-07,CASH,PAID,CrossFit Elite
2105,192,1655,91.33,2025-08-18,2025-08,CASH,PAID,CrossFit Elite
2106,192,1656,49.79,2025-09-16,2025-09,CASH,PAID,Standard Premium
2107,192,1657,15.75,2025-10-15,2025-10,CARD,PAID,Day Pass
2108,192,1658,90.41,2025-10-19,2025-10,CARD,PENDING,CrossFit Elite
2109,192,1659,92.65,2025-11-19,2025-11,CASH,PAID,CrossFit Elite
2110,192,1660,57.4,2025-12-24,2025-12,CASH,PAID,Yoga Flow
2111,192,1661,92.51,2026-01-20,2026-01,CARD,PAID,CrossFit Elite
2112,192,1662,56.48,2026-02-25,2026-02,CARD,PAID,Yoga Flow
2113,193,1663,59.07,2025-04-12,2025-04,CASH,PAID,Yoga Flow
2114,193,1664,49.09,2025-05-19,2025-05,CARD,PAID,Standard Premium
2115,193,1665,56.63,2025-06-20,2025-06,CARD,PAID,Yoga Flow
2116,193,1666,47.28,2025-07-22,2025-07,CASH,PAID,Standard Premium
2117,193,1667,88.31,2025-08-19,2025-08,CARD,PENDING,CrossFit Elite
2118,193,1668,61.04,2025-09-20,2025-09,CASH,PAID,Yoga Flow
2119,193,1669,57.57,2025-10-22,2025-10,CASH,PAID,Yoga Flow
2120,193,1670,47.69,2025-11-22,2025-11,VIREMENT,PAID,Standard Premium
2121,193,1671,86.96,2025-12-25,2025-12,CASH,PAID,CrossFit Elite
2122,193,1672,46.72,2026-01-28,2026-01,CARD,PAID,Standard Premium
2123,193,1673,57.75,2026-03-03,2026-03,CASH,PAID,Yoga Flow
2124,193,1674,86.45,2026-04-01,2026-04,CARD,PAID,CrossFit Elite
2125,194,1675,47.65,2025-07-26,2025-07,CASH,PAID,Standard Premium
2126,194,1676,15.58,2025-08-28,2025-08,CARD,PAID,Day Pass
2127,194,1676,15.39,2025-08-24,2025-08,CARD,PAID,Day Pass
2128,194,1676,15.06,2025-08-23,2025-08,CARD,PENDING,Day Pass
2129,194,1677,48.92,2025-08-29,2025-08,CASH,PAID,Standard Premium
2130,194,1678,49.9,2025-10-01,2025-10,CARD,PAID,Standard Premium
2131,194,1679,48.39,2025-11-03,2025-11,CASH,PAID,Standard Premium
2132,194,1680,50.3,2025-12-05,2025-12,CARD,PAID,Standard Premium
2133,194,1681,86.99,2026-01-09,2026-01,CASH,FAILED,CrossFit Elite
2134,194,1682,49.66,2026-02-12,2026-02,CARD,PAID,Standard Premium
2135,194,1683,88.9,2026-03-14,2026-03,CASH,PAID,CrossFit Elite
2136,194,1684,15.3,2026-04-13,2026-04,CASH,PAID,Day Pass
2137,194,1684,15.49,2026-04-14,2026-04,CASH,FAILED,Day Pass
2138,194,1684,14.9,2026-04-16,2026-04,CASH,PAID,Day Pass
2139,194,1684,14.39,2026-04-16,2026-04,CASH,PAID,Day Pass
2140,195,1685,58.18,2025-06-11,2025-06,VIREMENT,PAID,Yoga Flow
2141,195,1686,46.92,2025-07-13,2025-07,CASH,PAID,Standard Premium
2142,195,1687,61.14,2025-08-15,2025-08,CARD,PAID,Yoga Flow
2143,195,1688,56.07,2025-09-14,2025-09,CASH,PAID,Yoga Flow
2144,195,1689,46.64,2025-10-18,2025-10,CASH,PAID,Standard Premium
2145,195,1690,87.46,2025-11-21,2025-11,CASH,PAID,CrossFit Elite
2146,195,1691,14.92,2025-12-23,2025-12,CASH,PAID,Day Pass
2147,195,1691,15.18,2025-12-24,2025-12,CASH,PAID,Day Pass
2148,195,1691,14.74,2025-12-20,2025-12,CASH,PAID,Day Pass
2149,195,1691,14.3,2025-12-24,2025-12,CASH,PENDING,Day Pass
2150,195,1692,49.35,2025-12-24,2025-12,CASH,PAID,Standard Premium
2151,195,1693,47.86,2026-01-27,2026-01,CASH,PAID,Standard Premium
2152,195,1693,48.5,2026-01-28,2026-01,CASH,PAID,Standard Premium
2153,195,1693,47.56,2026-01-23,2026-01,CASH,PAID,Standard Premium
2154,196,1694,50.92,2026-02-15,2026-02,CARD,PAID,Standard Premium
2155,196,1695,61.6,2026-03-16,2026-03,VIREMENT,PAID,Yoga Flow
2156,196,1696,48.25,2026-04-15,2026-04,CARD,PAID,Standard Premium
2157,197,1697,15.33,2025-06-09,2025-06,CASH,PAID,Day Pass
2158,197,1697,15.43,2025-06-14,2025-06,CASH,PAID,Day Pass
2159,197,1697,15.02,2025-06-10,2025-06,CASH,PAID,Day Pass
2160,197,1698,51.34,2025-06-19,2025-06,CASH,PAID,Standard Premium
2161,197,1699,14.55,2025-07-22,2025-07,CASH,PAID,Day Pass
2162,197,1700,90.49,2025-07-22,2025-07,CASH,PAID,CrossFit Elite
2163,197,1701,89.73,2025-08-22,2025-08,CASH,PAID,CrossFit Elite
2164,197,1702,89.48,2025-09-29,2025-09,VIREMENT,PAID,CrossFit Elite
2165,197,1703,93.05,2025-10-30,2025-10,CARD,PAID,CrossFit Elite
2166,197,1704,88.88,2025-12-04,2025-12,CARD,PAID,CrossFit Elite
2167,197,1705,15.29,2026-01-07,2026-01,CASH,PAID,Day Pass
2168,197,1705,14.77,2026-01-06,2026-01,CASH,PAID,Day Pass
2169,197,1706,47.41,2026-01-10,2026-01,CASH,PAID,Standard Premium
2170,197,1707,93.08,2026-02-09,2026-02,CASH,PAID,CrossFit Elite
2171,198,1708,87.04,2025-01-06,2025-01,CASH,PAID,CrossFit Elite
2172,198,1709,60.23,2025-02-06,2025-02,CASH,PAID,Yoga Flow
2173,198,1710,87.36,2025-03-09,2025-03,CASH,PAID,CrossFit Elite
2174,198,1711,58.94,2025-04-11,2025-04,CARD,PAID,Yoga Flow
2175,198,1712,50.39,2025-05-10,2025-05,VIREMENT,PAID,Standard Premium
2176,198,1713,90.98,2025-06-15,2025-06,CASH,PENDING,CrossFit Elite
2177,198,1714,57.14,2025-07-11,2025-07,CASH,PAID,Yoga Flow
2178,198,1715,61.34,2025-08-17,2025-08,CARD,PAID,Yoga Flow
2179,198,1716,49.73,2025-09-17,2025-09,CASH,PAID,Standard Premium
2180,198,1717,90.86,2025-10-23,2025-10,CASH,PAID,CrossFit Elite
2181,198,1718,46.8,2025-11-26,2025-11,CASH,PAID,Standard Premium
2182,198,1719,89.59,2026-01-01,2026-01,CASH,PAID,CrossFit Elite
2183,198,1720,60.73,2026-02-04,2026-02,CARD,FAILED,Yoga Flow
2184,198,1721,50.98,2026-03-05,2026-03,CARD,FAILED,Standard Premium
2185,198,1722,49.37,2026-04-07,2026-04,CARD,PENDING,Standard Premium
2186,199,1723,60.41,2025-05-25,2025-05,CARD,PAID,Yoga Flow
2187,199,1724,49.53,2025-07-01,2025-07,CASH,PAID,Standard Premium
2188,199,1725,88.07,2025-08-04,2025-08,VIREMENT,PAID,CrossFit Elite
2189,199,1726,58.93,2025-09-04,2025-09,CASH,PAID,Yoga Flow
2190,199,1727,14.47,2025-10-07,2025-10,CARD,PAID,Day Pass
2191,199,1727,14.4,2025-10-07,2025-10,CARD,PAID,Day Pass
2192,199,1727,14.36,2025-10-08,2025-10,CARD,PAID,Day Pass
2193,199,1727,14.61,2025-10-07,2025-10,CARD,PAID,Day Pass
2194,199,1728,50.9,2025-10-04,2025-10,CASH,PAID,Standard Premium
2195,199,1729,86.4,2025-11-06,2025-11,CASH,PAID,CrossFit Elite
2196,199,1730,87.47,2025-12-09,2025-12,CASH,PAID,CrossFit Elite
2197,199,1731,60.04,2026-01-13,2026-01,CARD,PENDING,Yoga Flow
2198,199,1732,15.12,2026-02-15,2026-02,CARD,PAID,Day Pass
2199,199,1732,15.47,2026-02-17,2026-02,CARD,PAID,Day Pass
2200,199,1733,56.66,2026-02-24,2026-02,CARD,PAID,Yoga Flow
2201,199,1733,60.35,2026-02-20,2026-02,CARD,PAID,Yoga Flow
2202,200,1734,86.06,2025-11-04,2025-11,CASH,PAID,CrossFit Elite
2203,200,1735,14.62,2025-12-08,2025-12,CASH,PAID,Day Pass
2204,200,1736,50.76,2025-12-10,2025-12,CASH,PENDING,Standard Premium
2205,200,1737,50.31,2026-01-11,2026-01,CASH,PAID,Standard Premium
2206,200,1738,86.39,2026-02-12,2026-02,CASH,PAID,CrossFit Elite
2207,200,1739,84.66,2026-03-14,2026-03,VIREMENT,PAID,CrossFit Elite
2208,201,1740,89.55,2026-01-17,2026-01,CASH,FAILED,CrossFit Elite
2209,201,1741,15.18,2026-02-19,2026-02,VIREMENT,PAID,Day Pass
2210,201,1741,15.73,2026-02-15,2026-02,VIREMENT,PAID,Day Pass
2211,201,1741,15.36,2026-02-18,2026-02,VIREMENT,PAID,Day Pass
2212,201,1741,15.22,2026-02-16,2026-02,VIREMENT,PAID,Day Pass
2213,201,1742,51.43,2026-02-20,2026-02,CARD,PAID,Standard Premium
2214,202,1743,46.88,2025-10-21,2025-10,CASH,PAID,Standard Premium
2215,202,1744,85.21,2025-11-19,2025-11,CASH,PAID,CrossFit Elite
2216,202,1745,15.32,2025-12-25,2025-12,CASH,PAID,Day Pass
2217,202,1745,15.41,2025-12-25,2025-12,CASH,PAID,Day Pass
2218,202,1745,14.55,2025-12-22,2025-12,CASH,PAID,Day Pass
2219,202,1745,15.23,2025-12-26,2025-12,CASH,PAID,Day Pass
2220,202,1746,89.39,2025-12-27,2025-12,CARD,PAID,CrossFit Elite
2221,202,1747,86.41,2026-01-23,2026-01,CARD,PAID,CrossFit Elite
2222,202,1748,49.37,2026-02-27,2026-02,CASH,PAID,Standard Premium
2223,202,1749,50.68,2026-04-04,2026-04,CASH,PAID,Standard Premium
2224,203,1750,48.7,2025-10-19,2025-10,CASH,PAID,Standard Premium
2225,203,1751,84.69,2025-11-21,2025-11,CARD,PENDING,CrossFit Elite
2226,203,1752,14.73,2025-12-19,2025-12,CARD,PENDING,Day Pass
2227,203,1752,15.53,2025-12-22,2025-12,CARD,PAID,Day Pass
2228,203,1752,14.4,2025-12-20,2025-12,CARD,PAID,Day Pass
2229,203,1753,56.21,2025-12-22,2025-12,CASH,PAID,Yoga Flow
2230,203,1754,59.38,2026-01-29,2026-01,CARD,PAID,Yoga Flow
2231,203,1755,14.34,2026-02-28,2026-02,VIREMENT,FAILED,Day Pass
2232,203,1755,15.05,2026-02-25,2026-02,VIREMENT,PAID,Day Pass
2233,204,1756,61.8,2025-12-13,2025-12,CASH,PAID,Yoga Flow
2234,204,1757,49.08,2026-01-15,2026-01,CASH,FAILED,Standard Premium
2235,204,1758,88.68,2026-02-19,2026-02,CASH,PAID,CrossFit Elite
2236,204,1759,14.4,2026-03-22,2026-03,CASH,PAID,Day Pass
2237,204,1759,14.3,2026-03-20,2026-03,CASH,PAID,Day Pass
2238,204,1759,14.87,2026-03-19,2026-03,CASH,PAID,Day Pass
2239,205,1760,50.91,2026-04-24,2026-04,CASH,PAID,Standard Premium
2240,206,1761,50.3,2024-12-09,2024-12,CARD,PAID,Standard Premium
2241,206,1762,49.36,2025-01-05,2025-01,CARD,PAID,Standard Premium
2242,206,1763,90.75,2025-02-04,2025-02,CASH,PAID,CrossFit Elite
2243,206,1764,89.8,2025-03-06,2025-03,CASH,FAILED,CrossFit Elite
2244,206,1765,84.78,2025-04-07,2025-04,VIREMENT,PAID,CrossFit Elite
2245,206,1766,14.42,2025-05-09,2025-05,CASH,PAID,Day Pass
2246,206,1766,14.34,2025-05-07,2025-05,CASH,PAID,Day Pass
2247,206,1767,56.51,2025-05-10,2025-05,CARD,PAID,Yoga Flow
2248,206,1768,51.19,2025-06-11,2025-06,VIREMENT,PAID,Standard Premium
2249,206,1769,14.57,2025-07-15,2025-07,CASH,PAID,Day Pass
2250,206,1769,15.06,2025-07-14,2025-07,CASH,PAID,Day Pass
2251,206,1769,15.59,2025-07-12,2025-07,CASH,PENDING,Day Pass
2252,206,1769,14.81,2025-07-13,2025-07,CASH,FAILED,Day Pass
2253,206,1770,47.26,2025-07-17,2025-07,VIREMENT,PAID,Standard Premium
2254,206,1771,50.61,2025-08-20,2025-08,CARD,PAID,Standard Premium
2255,206,1772,87.21,2025-09-26,2025-09,CARD,FAILED,CrossFit Elite
2256,206,1773,47.87,2025-10-30,2025-10,CARD,PAID,Standard Premium
2257,206,1774,58.18,2025-12-04,2025-12,CASH,PAID,Yoga Flow
2258,206,1775,48.63,2026-01-02,2026-01,CASH,PAID,Standard Premium
2259,206,1776,15.16,2026-02-04,2026-02,CASH,PAID,Day Pass
2260,206,1776,14.58,2026-02-05,2026-02,CASH,PAID,Day Pass
2261,206,1776,14.43,2026-02-06,2026-02,CASH,PAID,Day Pass
2262,207,1777,93.33,2024-12-29,2024-12,CARD,PAID,CrossFit Elite
2263,207,1778,90.08,2025-02-04,2025-02,CASH,PAID,CrossFit Elite
2264,207,1779,59.95,2025-03-05,2025-03,CASH,PAID,Yoga Flow
2265,207,1780,47.7,2025-04-06,2025-04,CASH,PAID,Standard Premium
2266,207,1781,57.94,2025-05-07,2025-05,CARD,FAILED,Yoga Flow
2267,207,1782,59.62,2025-06-08,2025-06,CASH,PAID,Yoga Flow
2268,207,1783,91.68,2025-07-09,2025-07,CASH,PAID,CrossFit Elite
2269,207,1784,48.13,2025-08-14,2025-08,VIREMENT,PAID,Standard Premium
2270,207,1785,58.69,2025-09-10,2025-09,VIREMENT,FAILED,Yoga Flow
2271,207,1786,49.19,2025-10-13,2025-10,CARD,PAID,Standard Premium
2272,207,1787,48.74,2025-11-08,2025-11,VIREMENT,PAID,Standard Premium
2273,207,1788,14.72,2025-12-11,2025-12,CASH,PAID,Day Pass
2274,207,1788,15.2,2025-12-10,2025-12,CASH,PENDING,Day Pass
2275,207,1788,15.63,2025-12-10,2025-12,CASH,FAILED,Day Pass
2276,207,1789,48.61,2025-12-17,2025-12,VIREMENT,PAID,Standard Premium
2277,207,1790,50.41,2026-01-16,2026-01,CASH,PAID,Standard Premium
2278,207,1791,88.05,2026-02-14,2026-02,CARD,PAID,CrossFit Elite
2279,207,1792,59.6,2026-03-20,2026-03,CASH,PAID,Yoga Flow
2280,208,1793,46.72,2025-09-25,2025-09,CASH,PAID,Standard Premium
2281,208,1794,92.42,2025-10-21,2025-10,CARD,PAID,CrossFit Elite
2282,208,1795,50.83,2025-11-26,2025-11,CASH,PAID,Standard Premium
2283,208,1796,14.33,2025-12-26,2025-12,CARD,PAID,Day Pass
2284,208,1796,15.11,2025-12-26,2025-12,CARD,PAID,Day Pass
2285,208,1796,14.66,2025-12-23,2025-12,CARD,PAID,Day Pass
2286,208,1797,49.09,2025-12-30,2025-12,VIREMENT,PAID,Standard Premium
2287,208,1798,46.62,2026-01-26,2026-01,CASH,FAILED,Standard Premium
2288,208,1799,15.32,2026-02-27,2026-02,CASH,PAID,Day Pass
2289,208,1799,14.63,2026-03-01,2026-03,CASH,PAID,Day Pass
2290,208,1799,15.44,2026-03-02,2026-03,CASH,PAID,Day Pass
2291,208,1800,59.21,2026-03-07,2026-03,VIREMENT,PAID,Yoga Flow
2292,209,1801,58.18,2026-01-11,2026-01,CASH,PAID,Yoga Flow
2293,209,1802,15.08,2026-02-10,2026-02,CASH,FAILED,Day Pass
2294,209,1803,47.93,2026-02-13,2026-02,CASH,PAID,Standard Premium
2295,209,1803,48.72,2026-02-12,2026-02,CASH,PAID,Standard Premium
2296,209,1803,47.49,2026-02-09,2026-02,CASH,PAID,Standard Premium
2297,210,1804,89.91,2026-01-03,2026-01,VIREMENT,PAID,CrossFit Elite
2298,210,1805,14.42,2026-02-03,2026-02,CARD,FAILED,Day Pass
2299,210,1806,91.6,2026-02-12,2026-02,CARD,PENDING,CrossFit Elite
2300,210,1807,60.07,2026-03-16,2026-03,CASH,PAID,Yoga Flow
2301,210,1808,60.03,2026-04-18,2026-04,CASH,PAID,Yoga Flow
2302,211,1809,14.28,2025-01-24,2025-01,CASH,PAID,Day Pass
